Engine Type of Tugboat,Engine Power of Tugboat(kW),Distance(nautical miles),Towing Speed of Tugboats(meters per second),Tow Type of the vehicle being towed ,Tow Size/weight of the vehicle being towed(tonnes),Wind Speed(meters per second),Current Speed of towed vehicle(meters per second),Wave Height(meters per second),Sea State(Significant Wave Height (SWH)),Water Depth(meters per second),Wind Direction,Maintenance History of the tugboat,Fuel Consumption(Litres),"Pilotage Point(latitude, longitude)","Berthing Point(latitude, longitude)","Waypoints which tugboat has to cover in its route (latitude, longitude)",Traffic (number of vehicles in the route)
Diesel-Electric,2000,25,6.608353458,Other,6996,18.399985,1.090101195,0.403570644,0.396217378,14.79213605,SE,Poor,1030.017673,"(19.518102833274682, -68.96555041396729)","(-33.47294555841938, -71.43087326764568)","[(40.56418067310298, 18.70440007742198), (26.140316252893115, 96.53924326227337)]",84
Diesel-Electric,3000,33,5.378874207,Ship,2337,7.409856194,0.995039422,0.134755319,2.689289911,18.58024664,SW,Average,766.2085465,"(-1.5112632776922368, 168.0652600988302)","(-20.537041825859546, -163.08659539598014)",[],80
Diesel-Electric,2000,40,7.022263764,Ship,5237,3.246184987,1.71421119,1.826126262,3.15784942,8.983732575,W,Average,1085.481101,"(-53.77645136208131, 14.676951940151582)","(-79.09515740981476, 144.807526705631)",[],3
Diesel-Electric,1000,7,8.428510999,Other,1425,11.81247034,1.176903194,0.972660128,1.457777606,8.572998907,E,Poor,201.499577,"(80.9922978180656, 6.128508173363599)","(-39.755650023377314, 35.38777083459192)","[(-67.81240557872218, -100.99288033514884)]",55
Diesel-Electric,3000,33,6.352470595,Ship,7589,9.234935839,0.115800208,2.460795978,1.083876968,14.15757777,NE,Good,1387.794589,"(29.873414733307257, -134.3356114423164)","(-15.56101058800688, -11.502729897020515)","[(-1.7388881962935727, 122.17297101101803), (-23.560477743939842, 22.614023977600027), (71.19190463856677, -109.35964567231598), (-34.741983320356695, -96.89710160686343)]",77
Diesel,2000,10,7.404227517,Other,1820,0.943959117,0.775600958,1.47481078,4.652493872,14.94832488,SW,Average,330.0845503,"(-42.663535394638124, 50.72871542847054)","(-37.65147525571532, -120.2708652150655)","[(-3.3282527433558897, 0.9936807115726651), (-57.27922925012219, 161.4612331213974)]",84
Diesel,2000,7,2.968047831,Other,2463,19.03614332,1.537219541,2.260235106,1.09719149,19.39645303,S,Average,287.8526696,"(-1.2941654022783524, -88.10674650832821)","(-69.79321098264997, 165.07583309018872)","[(-48.508235523049905, 122.47551180843902), (-19.677261802512035, 176.32395940005563), (-78.34925612158028, -110.37062024766502)]",58
Diesel-Electric,3000,40,8.433353139,Barge,9865,10.16084346,0.584307524,2.31058834,3.555894843,9.943431852,SW,Average,1998.502377,"(40.30169365330849, -117.49896009520438)","(25.272106054793028, -156.39684379617077)","[(62.86237228580478, -44.93053163255695), (73.00402192800883, -166.4884221554343)]",72
Diesel,1000,20,4.651450756,Ship,5252,9.480450694,1.671221712,1.443698591,2.983491106,13.41377856,N,Good,618.2290151,"(-50.362561439174826, -151.45294338113013)","(36.77079531931571, 14.762998007656051)","[(29.75137068496275, -34.58925349006361), (-80.53072737698793, 36.4828689738884), (-27.03433966844498, 147.27590807823958), (-17.355064700552305, -17.82328020304311)]",65
Diesel,2000,32,7.003406811,Ship,3058,4.172637354,1.545858631,2.503361671,4.578741016,15.28351897,NE,Poor,754.0180359,"(51.78787399503244, -49.35951962322031)","(-39.934896417404794, 45.983124854176)",[],69
Diesel-Electric,1000,30,6.139946213,Ship,5447,15.88033192,1.180245779,2.716483987,1.438021122,13.18151043,N,Good,728.8983864,"(56.44803742251966, 2.9314469260487783)","(-3.2372459090797463, 73.08356658083702)","[(6.662607833083939, 50.51579213054859)]",1
Diesel,2000,29,8.33368559,Other,7989,0.072387892,0.020448293,2.619029682,4.870099076,17.07971987,NW,Average,1282.253764,"(21.75230995256483, 169.24392993072337)","(-88.03123870269714, -148.33060850749587)","[(-54.09676708687122, -169.51917417267828), (78.46031052601407, -141.27212618231013), (-63.13601462348983, 104.91226461313886)]",39
Diesel-Electric,3000,15,4.300428161,Other,6147,6.746154905,1.151488906,1.867481307,1.172486175,8.41230255,N,Good,808.2192672,"(-52.846539853327506, 96.34261908020858)","(47.956314956120195, -112.66737018837065)","[(-49.69210730390259, 130.1260032520051)]",10
Diesel,1000,40,9.029176554,Barge,4610,4.671611953,1.559501717,1.264985544,0.100909863,11.28418572,W,Average,822.1670622,"(-81.57748917251168, -92.69357080417198)","(24.980781663674122, 112.96009812248155)","[(32.38681755099016, -93.63018416751244), (0.5566284242466679, 107.07190224768823), (52.4313205850645, -40.663310532167515)]",33
Diesel,1000,17,3.910446756,Barge,4353,8.724413797,0.135073527,1.24523864,1.814630023,14.28362544,W,Good,501.7775948,"(77.52159210938382, 25.46358120921633)","(-85.97859270581787, 54.61991236288074)",[],14
Diesel,2000,48,5.398515412,Barge,6196,15.26382651,1.543138388,0.705915752,3.486555088,17.46866883,E,Average,1137.85748,"(68.32573949989558, 158.75032267663767)","(46.08206859237933, -128.65083130906345)","[(64.15562590744943, 64.9651908800515), (-16.440475218103714, 132.63277330699094), (-73.97520736187391, -65.82757667050274)]",54
Diesel,2000,12,8.634736735,Barge,1996,12.27657669,0.010151773,0.642048071,3.514891388,14.45548378,S,Average,406.8336816,"(-84.85889382754766, 120.33699927859624)","(-32.136886416303696, 123.33007521249607)",[],86
Diesel,1000,20,9.194701574,Ship,8528,19.69517751,1.74893109,2.804319795,2.417647199,6.157407177,E,Average,1036.694031,"(23.01988278374776, 154.5719095026049)","(6.374490240291692, 10.197483154411259)",[],58
Diesel,2000,45,8.695101445,Barge,8999,10.97399294,0.973854892,2.582872377,3.209359579,11.92337749,SE,Good,1682.45913,"(52.262309542804985, -172.01713378736233)","(-67.81445468417161, -31.350002513844203)",[],47
Diesel,2000,30,2.491129817,Ship,4089,0.317564263,0.652577003,0.052260255,4.560746498,8.038102102,E,Average,558.367789,"(30.442908481990784, -115.48953201854602)","(34.492789307103564, 64.2661939029062)","[(-51.40915910652622, -40.948440231322905), (51.21400500847864, -164.2030252065779), (21.554450896759107, -35.33297605086935)]",46
Diesel,3000,7,5.019613758,Ship,7275,11.4419932,0.793844634,2.134186097,4.32894066,19.89155244,W,Average,832.9118889,"(85.64374039129686, -25.09364851666072)","(81.92558885997232, 108.5101313130433)","[(-67.74532660495737, 98.16636734511013), (-20.02213464688124, 65.54389893349122), (4.98993708362903, -155.15954273690156), (-68.85668546503535, 44.63573720565506)]",4
Diesel,2000,33,3.604896909,Barge,1020,5.877993574,1.653317655,1.275789374,2.16208393,8.165446693,SW,Average,339.923196,"(65.66934496753234, 172.5285806356971)","(87.74989765359993, 133.4551411912817)","[(-39.596102971250495, 77.24014890052314)]",48
Diesel-Electric,1000,9,8.415492869,Barge,4101,11.26877081,1.318521475,1.109118109,1.325339034,9.726605902,SE,Poor,485.8394358,"(-35.85090850704728, -44.22995631372879)","(-88.71659245590895, 161.81375510102623)","[(-89.42533393050812, 93.69645871751669), (-30.82343992940867, -105.55535836558583), (12.958258325471888, 119.80355809764444)]",89
Diesel-Electric,1000,31,9.738122471,Barge,5025,5.554018703,1.283014425,0.103379346,2.062334724,18.32712566,E,Poor,804.3817966,"(-76.05323963514313, -6.361574324268162)","(78.05855624155251, 150.66189617448936)","[(-29.81650569910066, 19.83611943189618), (-24.898592955021627, 85.74622126979881)]",11
Diesel,2000,43,4.910058428,Ship,7492,7.16966438,1.751627771,0.980208333,2.426605315,6.472269503,SW,Poor,1171.465025,"(76.45892295298893, 167.49922277925788)","(-46.94729231435888, -171.25742498581874)",[],93
Diesel-Electric,1000,9,7.984885485,Barge,9989,2.447121283,0.864649243,0.929115546,3.962970228,7.223971815,SE,Average,1070.763969,"(-2.8323511381988453, -85.01203122030172)","(71.91707937293774, 27.366640829610333)","[(4.555541945538451, -105.57996101598361), (31.116119962600706, -17.873899280298303), (39.95991462168291, 0.4260832347564474)]",71
Diesel,1000,32,9.103601573,Other,5640,7.251873179,0.818972399,0.674459388,0.642281864,19.90544691,SW,Good,855.3152503,"(-44.42342937652557, 157.23750741965318)","(-19.96395870395625, 93.75113703997624)",[],13
Diesel-Electric,1000,8,9.73308964,Ship,5634,3.946472674,1.458630487,1.685893236,2.435219702,5.114496969,E,Good,641.2647171,"(-71.57993386164561, 132.06779913068925)","(77.38888795344695, 155.33249789206712)","[(-15.002038641279853, 83.07530154426797), (-56.877043532111365, 80.92850627842728)]",42
Diesel-Electric,2000,46,5.597626808,Barge,4912,16.72992698,0.192316622,1.603061085,0.838353004,7.553070559,SE,Poor,1006.181666,"(3.046000222117499, 69.96415735100922)","(-31.677666359566793, 70.8072857262407)","[(-68.1269433739549, 106.47602733733203), (62.722698408522206, -141.56566462384512), (11.289051141246887, -128.46472492707824)]",43
Diesel,3000,48,4.832142722,Other,1497,7.301525156,1.296067493,0.041823449,4.357243064,12.1356636,E,Poor,845.528552,"(70.32751427349987, -68.12040163481348)","(8.381206822751537, 166.2142067112036)","[(-2.1352937232948506, -147.00672430135708), (-79.67646714834692, -101.46708293160569), (17.465611723104814, 140.8042064939068), (-41.40312441785353, 144.81414828097962)]",34
Diesel,3000,47,9.694688939,Ship,6634,12.61223906,0.84568347,1.365971053,4.017874504,14.86822772,N,Poor,2030.35114,"(-22.702554769168145, -158.43634134124804)","(31.67709921563973, -52.90915755509903)","[(-14.33903911508007, -79.51814868637337), (19.99954067466858, -164.04181782089856), (-4.634586436010494, -89.33113184675165), (-80.50238798133662, 100.69555870926808)]",57
Diesel-Electric,3000,1,3.493614001,Barge,2755,14.75637013,0.243173488,1.774876975,0.512401814,6.156381864,N,Good,285.980842,"(-61.70598182742155, -178.63310563374196)","(1.1271722535037156, 179.9589781723244)","[(-29.632915679327006, 38.27207867247802), (-70.40618574205219, -158.6305791291362)]",66
Diesel-Electric,1000,20,4.868908776,Ship,9358,5.073945194,0.978648771,1.960353473,4.209279898,12.43644668,E,Poor,1033.178176,"(-42.11510769164201, -122.1471157867697)","(-13.491151712395421, -131.37616236610808)","[(54.38387560294876, -20.94592519520333), (71.48415660601492, -144.84731990892342)]",73
Diesel,1000,20,4.716755009,Ship,5955,2.846085477,1.322026338,0.775691476,1.966802466,12.33782559,E,Poor,689.8351002,"(-6.2364154883449885, -18.648854474619412)","(-29.08539312620676, -26.36844929364338)","[(72.71611615535033, 9.27167126889836), (-75.2028402976932, 65.35853374900222)]",56
Diesel-Electric,2000,33,5.401079465,Ship,9774,2.684994597,0.046613304,0.650542054,3.179388001,9.396634485,NE,Average,1333.871245,"(-36.192088434187326, 90.18120690087903)","(-49.0738585221168, 25.448181442802024)","[(-21.941543671107482, -98.2385333102122), (-87.55417337407934, -112.58865593744657), (2.7401047447336566, 50.505838979129294)]",20
Diesel,3000,11,4.339912138,Ship,6253,3.743584553,1.422158287,2.074226421,1.629385934,15.10823506,E,Good,768.5171006,"(-1.411079164577231, -109.11753752077124)","(74.73565695261777, -32.471923888068375)","[(66.13582502705484, 90.69618164964481)]",19
Diesel-Electric,2000,46,2.126907921,Other,9843,1.618055383,1.234598122,2.990799903,4.019986699,10.50214689,E,Average,1179.975529,"(0.5239050647555956, 4.988511896016746)","(-13.14602267374579, 83.4503825058818)","[(-20.06234805723949, 90.32662478142373), (69.17201017293095, -101.06585061627412)]",97
Diesel-Electric,2000,37,4.232403964,Ship,4211,19.70973432,0.867097429,2.389506201,1.313612506,16.488692,E,Poor,734.2978933,"(-41.46511160453008, -99.47974390357265)","(-63.52909995752417, 89.20547048542835)","[(-16.542689266043936, -134.34084350351606), (79.0637874842385, 83.21694654161507), (70.06459961452774, -171.33921298059852), (71.09381337079702, 67.57202574103442)]",42
Diesel,1000,8,4.996458319,Ship,4450,8.598620701,0.704070596,0.437576773,0.026017329,5.836988208,W,Average,484.9716666,"(-20.435250577987716, -26.305149181532784)","(86.01145934208427, -89.03478108451577)","[(-87.07401342641818, -6.279917285898534), (51.80959994748153, -60.039650270676944), (36.12113333672491, -71.16433319694274)]",42
Diesel-Electric,2000,22,3.225420669,Barge,6852,6.330249394,0.994609399,2.064922065,1.52146232,12.73288383,NW,Average,827.1185094,"(-69.43673644692797, 41.90314543857551)","(-8.806112991987561, 7.5119624159897)",[],80
Diesel,2000,39,4.23685596,Other,9374,10.31578855,0.287575787,2.695924457,0.395405923,12.30068595,E,Poor,1267.874765,"(13.799950160587258, 146.766655017834)","(83.4745495904503, 32.31293348328305)","[(86.28523698466893, 43.256668541243585)]",50
Diesel-Electric,2000,28,8.061756818,Ship,7914,6.82051347,0.411716421,1.048424943,0.592343168,14.45798167,W,Average,1242.858382,"(-50.782678073089144, 151.33014242754348)","(-31.110458902260845, -75.42752534339971)","[(-71.11529064220736, 0.04057259268117264), (78.17083412261451, 123.36796575948813)]",51
Diesel-Electric,3000,48,4.505468976,Other,5947,16.24671442,1.928012272,0.937362022,1.657704517,9.609831414,SW,Average,1243.487533,"(-18.031628011598798, 133.74638278175757)","(38.85361742648416, 54.01877729643701)","[(33.84945983802449, -14.37007368651635), (-26.400065032042043, 143.96941209774417)]",51
Diesel-Electric,1000,24,2.211410835,Other,4879,4.796133897,1.803849283,1.409948845,4.557622481,5.887538035,E,Good,540.97386,"(-19.49338071488488, 167.22889500227893)","(88.2991179523313, -175.17251061639254)","[(-20.006747398926663, -164.08559709246276), (11.885631259488122, 139.20193436202948), (-48.9731503803195, 175.5410274639898), (-50.983728978635405, -166.8749880407665)]",91
Diesel-Electric,3000,24,7.965735377,Barge,6662,7.421357097,0.695300799,2.935354786,4.859886435,6.648726035,S,Average,1239.732947,"(-25.483036321778386, 29.56842180171563)","(4.9539299214524135, 78.58865974451004)","[(66.26293877933733, -149.6353725019816), (21.50367215546447, -45.26759818803666), (-17.878884768640575, 154.10763181116425)]",0
Diesel-Electric,3000,18,4.835435039,Barge,6501,11.82604337,0.396610416,1.2824051,0.852316466,7.176042804,NW,Average,911.2134921,"(9.16276205125557, -97.1841601025727)","(-72.30343065726069, 129.86861172268055)","[(52.08946749353797, 144.04866784132622), (3.448718821125368, -97.79083698762544)]",47
Diesel-Electric,1000,11,6.863270353,Other,6884,14.3351055,0.030481059,2.143930353,4.521798437,9.190353866,N,Average,763.8959739,"(-54.300465621434384, -5.688068929774346)","(21.905140407818195, 72.57871596407392)","[(63.486378724400595, 114.53438547875885), (-67.49171709368635, 66.05597400740461), (-85.95374541981897, -149.6652056538687)]",60
Diesel,2000,37,3.782070805,Ship,3492,16.72186645,1.409134039,0.445418957,0.998518547,9.72181792,NE,Average,629.0732395,"(-30.615527336223153, -24.862368132819626)","(55.141286910552594, 47.76339330130267)",[],1
Diesel,2000,26,5.480853008,Ship,7609,4.352791139,0.196831313,1.354314646,4.141712115,12.97291851,SW,Good,1045.904356,"(-13.173335958717374, 97.66008597329744)","(-45.964264513598266, 50.5400779898429)","[(36.694669333779345, 105.35151639324505)]",44
Diesel-Electric,1000,22,2.708250743,Ship,1480,3.456250479,1.275945752,1.930790173,3.129836294,12.03333044,SW,Poor,207.5815163,"(-32.40998437390586, -151.63978551887035)","(-83.7213323237637, 56.262538995560504)","[(-40.26816761525169, -29.623962974619673)]",70
Diesel-Electric,1000,24,3.662312897,Ship,6340,13.71934449,0.857999985,2.875041594,3.088236966,16.99094984,SW,Poor,721.8955095,"(40.5048955002043, -8.98767664718568)","(44.658522827484745, -159.91512212198649)",[],0
Diesel,1000,45,6.256199704,Barge,6584,15.54240125,0.925233265,1.856998823,2.686777845,15.97658421,N,Good,939.9289867,"(51.91511534444305, 177.8866275383226)","(60.05097323567554, 66.41278062527493)",[],88
Diesel-Electric,2000,4,6.878833363,Other,9117,10.32002554,0.153600126,1.197456517,0.176477208,6.382387674,W,Good,966.7306669,"(77.1204073247797, -17.893588183614355)","(65.624337213431, 88.22896496617108)","[(70.14799091741818, -7.510052839770481)]",44
Diesel,3000,30,5.966429754,Ship,7745,8.335933699,0.570273768,2.420545234,3.613627858,14.69607576,S,Average,1311.478678,"(-4.99558630397911, -17.153426398462756)","(-1.151806790797977, -65.18812982659216)","[(-72.72809207172705, -14.777475459867674), (-68.90247829985282, 135.8056021649283), (19.138451182799756, -117.42269293127606)]",25
Diesel-Electric,1000,26,9.562014654,Barge,3116,15.58562928,1.838866971,1.049733411,0.825943242,12.27696391,W,Average,560.212381,"(12.072301083504343, -56.43463726449306)","(65.65819504303272, 103.16942287933557)",[],10
Diesel,2000,26,5.887680211,Ship,9787,16.93292588,0.171140468,2.359505617,4.743849257,5.192457841,NW,Average,1284.859371,"(-22.91249236210635, -138.57258156030161)","(-82.34840353422967, -96.45340307490616)",[],37
Diesel,3000,20,3.018819711,Other,7315,12.48688257,1.155534837,1.41097547,2.22817088,15.65520841,W,Poor,912.6291826,"(-34.476131139197484, 64.2759122590964)","(35.84630361622462, 137.03669954193708)","[(-17.773821527044873, 40.666720454799474), (-49.4202906857432, 139.37952263474892)]",10
Diesel-Electric,2000,25,7.430330178,Barge,5878,18.37037577,0.843760023,0.510055786,3.42611109,7.545066362,N,Poor,959.3165089,"(-53.66200020490388, 77.98032735303997)","(69.35049495067702, -61.072502214737014)","[(-76.56212394382078, -136.8715991273221), (27.830975526302723, 158.79332636399278), (-47.06601715020666, -16.91026444003913), (29.805205746216004, 41.472290526302714)]",9
Diesel-Electric,3000,36,8.303893308,Other,4929,6.965884799,1.551854344,2.682613689,4.205342623,6.445477828,W,Good,1389.720477,"(57.2831580578428, -39.280023630958965)","(67.41775182140341, 127.6567945493207)","[(89.10488211465056, -162.0664894710992), (-28.52003064031893, 143.86756675006262)]",49
Diesel,2000,29,9.223182149,Barge,1489,13.7785261,0.955130751,2.610332539,1.611951664,19.82148815,N,Average,683.8445647,"(49.35947621147474, -71.58062712511267)","(69.64459223083486, -77.83771438991748)",[],51
Diesel-Electric,3000,8,5.022974145,Barge,2685,5.028364308,0.24986414,0.259607959,4.840522792,13.08582752,NW,Poor,389.0513795,"(9.37319121289346, -120.69701443932573)","(3.171484136790781, -36.195125236762664)","[(17.156902237601727, 58.446396997035436), (-89.9397987494558, 52.32107041284763)]",15
